"Day","Hr Day","Time Date (MDY)","Route","Stop 1 Status","Stop 2 Status","Stop 3 Status","Stop 4 Status","Trip Id"
"W",11,20150204,"W-A4.1","Early","Early","Early","Early","4"
"W",11,20150204,"W-A5.1","Early","On Time","Early","Delayed","4"
"W",9,20150204,"W-A1.1","Delayed","On Time","Early","On Time","5"
"W",12,20150204,"W-A3.1","Delayed","On Time","On Time","On Time","5"
"W",12,20150204,"W-A4.1","Early","Early","Early","Early","5"
"W",12,20150204,"W-A5.1","Delayed","On Time","Early","Delayed","5"
"W",10,20150204,"W-A1.1","Delayed","Delayed","On Time","Delayed","6"
"W",13,20150204,"W-A3.1","Delayed","Delayed","Delayed","Delayed","6"
"W",12,20150204,"W-A4.1","Delayed","Early","Early","Delayed","6"
"W",13,20150204,"W-A5.1","Early","Early","Early","On Time","6"
"W",11,20150204,"W-A1.1","Delayed","Delayed","On Time","Delayed","7"
"W",14,20150204,"W-A3.1","Delayed","Data Missing","Early","Delayed","7"
"W",13,20150204,"W-A4.1","Delayed","Early","Early","Delayed","7"
"W",13,20150204,"W-A5.1","Delayed","Early","Early","Early","7"
"W",11,20150204,"W-A1.1","On Time","On Time","Early","On Time","8"
"W",15,20150204,"W-A3.1","Delayed","On Time","Early","On Time","8"
"W",14,20150204,"W-A4.1","Delayed","Early","Early","Early","8"
"W",14,20150204,"W-A5.1","Delayed","Delayed","Delayed","Delayed","8"
"W",12,20150204,"W-A1.1","Delayed","Early","Early","On Time","9"
"W",15,20150204,"W-A4.1","Delayed","On Time","Early","Delayed","9"
"W",15,20150204,"W-A5.1","Delayed","Early","Early","On Time","9"
"R",9,20150205,"R-A3.1","Data Missing","On Time","Early","Delayed","0"
"R",9,20150205,"R-A4.1","Data Missing","Early","Early","Early","0"
"R",10,20150205,"R-A3.1","Delayed","Delayed","On Time","Delayed","1"
"R",9,20150205,"R-A4.1","Delayed","On Time","Early","Delayed","1"
"R",10,20150205,"R-A5.1","Early","On Time","On Time","Delayed","1"
"R",8,20150205,"R-A1.1","Delayed","On Time","Early","Delayed","2"
"R",10,20150205,"R-A3.1","Delayed","Early","Early","Early","2"
"R",10,20150205,"R-A4.1","Delayed","Early","Early","Early","2"
"R",11,20150205,"R-A5.1","Delayed","Early","Early","Early","2"
"R",8,20150205,"R-A1.1","Delayed","Early","Early","Early","3"
"R",11,20150205,"R-A3.1","Delayed","Delayed","Delayed","Delayed","3"
"R",11,20150205,"R-A4.1","Early","Early","Early","Delayed","3"
"R",11,20150205,"R-A5.1","Delayed","Delayed","On Time","Delayed","3"
"R",9,20150205,"R-A1.1","Delayed","On Time","Early","Delayed","4"
"R",12,20150205,"R-A3.1","Delayed","Delayed","On Time","Delayed","4"
"R",12,20150205,"R-A4.1","Delayed","On Time","Early","Delayed","4"
"R",12,20150205,"R-A5.1","Delayed","Early","Early","Early","4"
"R",10,20150205,"R-A1.1","Delayed","Early","Early","On Time","5"
"R",12,20150205,"R-A3.1","Delayed","On Time","On Time","Delayed","5"
"R",12,20150205,"R-A4.1","Delayed","Early","Early","Early","5"
"R",13,20150205,"R-A5.1","Delayed","On Time","Early","Delayed","5"
"R",11,20150205,"R-A1.1","Delayed","On Time","Early","Delayed","6"
"R",13,20150205,"R-A3.1","Delayed","On Time","On Time","Delayed","6"
"R",13,20150205,"R-A4.1","Delayed","Early","Early","Delayed","6"
"R",13,20150205,"R-A5.1","Delayed","Early","Early","Early","6"
"R",11,20150205,"R-A1.1","Delayed","On Time","Early","Delayed","7"
"R",14,20150205,"R-A4.1","Delayed","Early","Early","Early","7"
"R",14,20150205,"R-A5.1","Delayed","On Time","Early","Delayed","7"
"R",12,20150205,"R-A1.1","Delayed","Early","Early","Early","8"
"R",15,20150205,"R-A3.1","Delayed","Delayed","On Time","Delayed","8"
"R",15,20150205,"R-A4.1","Delayed","On Time","Early","Delayed","8"
"R",15,20150205,"R-A5.1","Delayed","On Time","Early","On Time","8"
"M",9,20150209,"M-A3.1","Data Missing","On Time","Early","Delayed","0"
"M",9,20150209,"M-A5.1","Data Missing","On Time","On Time","Delayed","0"
"M",10,20150209,"M-A3.1","Delayed","Delayed","On Time","Delayed","1"
"M",9,20150209,"M-A4.1","Early","Early","Early","Early","1"
"M",10,20150209,"M-A3.1","Delayed","On Time","Early","Early","2"
"M",9,20150209,"M-A4.1","Delayed","Data Missing","Early","On Time","2"
"M",11,20150209,"M-A5.1","Delayed","Early","Early","Early","2"
"M",8,20150209,"M-A1.1","On Time","Delayed","On Time","Delayed","3"
"M",10,20150209,"M-A4.1","Early","Early","Early","Early","3"
"M",11,20150209,"M-A5.1","On Time","On Time","Early","Delayed","3"
"M",8,20150209,"M-A1.1","Early","On Time","Early","Delayed","4"
"M",12,20150209,"M-A3.1","Delayed","Data Missing","On Time","Delayed","4"
"M",11,20150209,"M-A4.1","Early","Early","Early","Delayed","4"
"M",12,20150209,"M-A5.1","Delayed","Early","Early","On Time","4"
"M",9,20150209,"M-A1.1","Delayed","Early","Early","Early","5"
"M",12,20150209,"M-A3.1","Delayed","Early","Early","Early","5"
"M",12,20150209,"M-A4.1","Delayed","Early","Early","Early","5"
"M",13,20150209,"M-A5.1","Delayed","On Time","On Time","Delayed","5"
"M",10,20150209,"M-A1.1","Delayed","On Time","On Time","Delayed","6"
"M",13,20150209,"M-A3.1","Delayed","Delayed","Delayed","Delayed","6"
"M",12,20150209,"M-A4.1","Delayed","Early","Early","On Time","6"
"M",13,20150209,"M-A5.1","Delayed","On Time","Early","Early","6"
"M",11,20150209,"M-A1.1","Delayed","On Time","Early","Delayed","7"
"M",14,20150209,"M-A3.1","Delayed","On Time","Early","Delayed","7"
"M",13,20150209,"M-A4.1","Delayed","On Time","Early","Delayed","7"
"M",14,20150209,"M-A5.1","Delayed","On Time","On Time","Delayed","7"
"M",11,20150209,"M-A1.1","On Time","Delayed","On Time","Delayed","8"
"M",15,20150209,"M-A3.1","Delayed","Delayed","On Time","Delayed","8"
"M",14,20150209,"M-A4.1","Delayed","Early","Early","Early","8"
"M",15,20150209,"M-A5.1","Delayed","On Time","Early","Delayed","8"
"M",12,20150209,"M-A1.1","Delayed","On Time","Early","Delayed","9"
"M",15,20150209,"M-A4.1","Delayed","On Time","Early","On Time","9"
"T",9,20150210,"T-A3.1","Data Missing","On Time","Early","Delayed","0"
"T",9,20150210,"T-A4.1","Data Missing","Early","Early","Early","0"
"T",8,20150210,"T-A2.1","Delayed","On Time","On Time","Delayed","1"
"T",10,20150210,"T-A3.1","Delayed","Delayed","On Time","Delayed","1"
"T",9,20150210,"T-A4.1","Delayed","On Time","Early","Delayed","1"
"T",10,20150210,"T-A5.1","Early","Delayed","On Time","Delayed","1"
"T",8,20150210,"T-A2.1","Delayed","On Time","Early","On Time","2"
"T",10,20150210,"T-A3.1","Delayed","Early","Early","Early","2"
"T",10,20150210,"T-A4.1","Early","Early","Early","Early","2"
"T",11,20150210,"T-A5.1","Early","Early","Early","On Time","2"
"T",9,20150210,"T-A2.1","Delayed","On Time","On Time","Delayed","3"
"T",11,20150210,"T-A3.1","Delayed","On Time","On Time","Delayed","3"
"T",11,20150210,"T-A4.1","Early","On Time","Early","Delayed","3"
"T",11,20150210,"T-A5.1","Delayed","On Time","On Time","Delayed","3"
"T",10,20150210,"T-A2.1","Delayed","Data Missing","Early","Delayed","4"
"T",12,20150210,"T-A3.1","Delayed","On Time","Early","Delayed","4"
"T",12,20150210,"T-A4.1","Delayed","Early","Early","On Time","4"
"T",12,20150210,"T-A5.1","Delayed","Early","Early","Early","4"
"T",10,20150210,"T-A2.1","Delayed","Early","Early","Early","5"
"T",12,20150210,"T-A3.1","Delayed","On Time","On Time","Delayed","5"
"T",12,20150210,"T-A4.1","Delayed","Early","Early","Early","5"
"T",13,20150210,"T-A5.1","Delayed","On Time","Early","Delayed","5"
"T",11,20150210,"T-A2.1","Delayed","Delayed","On Time","Delayed","6"
"T",13,20150210,"T-A3.1","Delayed","Delayed","On Time","Delayed","6"
"T",13,20150210,"T-A4.1","Delayed","Delayed","On Time","Delayed","6"
"T",13,20150210,"T-A5.1","Delayed","Early","Early","Early","6"
"T",12,20150210,"T-A2.1","Delayed","Early","Early","Early","7"
"T",14,20150210,"T-A3.1","Delayed","Data Missing","Early","Delayed","7"
"T",14,20150210,"T-A4.1","Delayed","Early","Early","Early","7"
"T",14,20150210,"T-A5.1","Delayed","Delayed","On Time","Delayed","7"
"T",13,20150210,"T-A2.1","Delayed","On Time","On Time","Delayed","8"
"T",15,20150210,"T-A3.1","Delayed","Delayed","On Time","Delayed","8"
"T",15,20150210,"T-A4.1","Delayed","Delayed","On Time","Delayed","8"
"T",15,20150210,"T-A5.1","Delayed","On Time","Early","Delayed","8"
"W",9,20150211,"W-A3.1","Data Missing","On Time","On Time","Delayed","0"
"W",9,20150211,"W-A4.1","Data Missing","Early","Early","Early","0"
"W",8,20150211,"W-A2.1","Delayed","Delayed","On Time","Delayed","1"
"W",10,20150211,"W-A3.1","Delayed","Delayed","On Time","Delayed","1"
"W",9,20150211,"W-A4.1","Delayed","Early","Early","Early","1"
"W",9,20150211,"W-A5.1","On Time","Delayed","On Time","Delayed","1"
"W",8,20150211,"W-A1.1","Early","On Time","Early","Delayed","2"
"W",8,20150211,"W-A2.1","Delayed","Early","Early","Early","2"
"W",10,20150211,"W-A3.1","Delayed","On Time","Early","Early","2"
"W",10,20150211,"W-A4.1","Delayed","Early","Early","Early","2"
"W",10,20150211,"W-A5.1","Early","On Time","On Time","Delayed","2"
"W",8,20150211,"W-A1.1","Delayed","Early","Early","Early","3"
"W",9,20150211,"W-A2.1","Delayed","On Time","Early","Delayed","3"
"W",11,20150211,"W-A3.1","Delayed","Delayed","On Time","Delayed","3"
"W",11,20150211,"W-A4.1","Early","Early","Early","On Time","3"
"W",11,20150211,"W-A5.1","Delayed","Early","Early","On Time","3"
"W",9,20150211,"W-A1.1","Delayed","On Time","Early","On Time","4"
"W",10,20150211,"W-A2.1","Delayed","Delayed","On Time","Delayed","4"
"W",12,20150211,"W-A3.1","Delayed","On Time","Early","Delayed","4"
"W",12,20150211,"W-A4.1","Delayed","Early","Early","Early","4"
"W",11,20150211,"W-A5.1","Delayed","On Time","On Time","Delayed","4"
"W",10,20150211,"W-A1.1","Delayed","On Time","Early","Delayed","5"
"W",10,20150211,"W-A2.1","Delayed","Early","Early","On Time","5"
"W",12,20150211,"W-A3.1","Delayed","Early","Early","On Time","5"
"W",12,20150211,"W-A4.1","Delayed","On Time","Early","On Time","5"
"W",12,20150211,"W-A5.1","Delayed","Early","Early","On Time","5"
"W",11,20150211,"W-A1.1","Delayed","Delayed","On Time","Delayed","6"
"W",11,20150211,"W-A2.1","Delayed","On Time","Early","Delayed","6"
"W",13,20150211,"W-A3.1","Delayed","Delayed","On Time","Delayed","6"
"W",13,20150211,"W-A4.1","Delayed","On Time","Early","Delayed","6"
"W",13,20150211,"W-A5.1","Delayed","Early","Early","Delayed","6"
"W",12,20150211,"W-A2.1","Delayed","Early","Early","Early","7"
"W",14,20150211,"W-A3.1","Delayed","Delayed","Early","Delayed","7"
"W",14,20150211,"W-A4.1","Delayed","Early","Early","Early","7"
"W",13,20150211,"W-A5.1","Delayed","Early","Early","Early","7"
"W",12,20150211,"W-A1.1","Delayed","On Time","Early","Delayed","8"
"W",13,20150211,"W-A2.1","Delayed","On Time","Early","Delayed","8"
"W",15,20150211,"W-A3.1","Delayed","On Time","On Time","On Time","8"
"W",15,20150211,"W-A4.1","Delayed","On Time","Early","Delayed","8"
"W",14,20150211,"W-A5.1","Delayed","Delayed","On Time","Delayed","8"
"W",15,20150211,"W-A5.1","Delayed","On Time","Early","Delayed","9"
"R",9,20150212,"R-A3.1","Data Missing","Early","Early","Delayed","0"
"R",9,20150212,"R-A4.1","Data Missing","Early","Early","Early","0"
"R",9,20150212,"R-A5.1","Data Missing","On Time","Early","Delayed","0"
"R",8,20150212,"R-A2.1","On Time","Delayed","On Time","Delayed","1"
"R",10,20150212,"R-A3.1","Delayed","On Time","On Time","Delayed","1"
"R",9,20150212,"R-A4.1","Delayed","On Time","Early","Delayed","1"
"R",10,20150212,"R-A5.1","Delayed","Early","Early","Delayed","1"
"R",8,20150212,"R-A2.1","On Time","On Time","Early","Delayed","2"
"R",10,20150212,"R-A3.1","Delayed","Early","Early","Early","2"
"R",10,20150212,"R-A4.1","Delayed","Early","Early","Early","2"
"R",11,20150212,"R-A5.1","Delayed","Early","Early","On Time","2"
"R",9,20150212,"R-A2.1","Delayed","On Time","On Time","Delayed","3"
"R",11,20150212,"R-A3.1","Delayed","Delayed","Delayed","Delayed","3"
"R",11,20150212,"R-A4.1","Early","Early","Early","Early","3"
"R",10,20150212,"R-A2.1","Delayed","Delayed","On Time","Delayed","4"
"R",12,20150212,"R-A3.1","Delayed","On Time","Early","Delayed","4"
"R",12,20150212,"R-A4.1","Delayed","On Time","Early","On Time","4"
"R",12,20150212,"R-A5.1","Delayed","Early","Early","Early","4"
"R",9,20150212,"R-A1.1","Delayed","On Time","Early","On Time","5"
"R",10,20150212,"R-A2.1","Delayed","Early","Early","Early","5"
"R",12,20150212,"R-A3.1","Delayed","On Time","Early","Delayed","5"
"R",12,20150212,"R-A4.1","Delayed","Early","Early","Early","5"
"R",13,20150212,"R-A5.1","Delayed","Delayed","On Time","Delayed","5"
"R",10,20150212,"R-A1.1","Delayed","On Time","On Time","Delayed","6"
"R",11,20150212,"R-A2.1","Delayed","On Time","On Time","Delayed","6"
"R",13,20150212,"R-A3.1","Delayed","Delayed","Delayed","Delayed","6"
"R",13,20150212,"R-A4.1","Delayed","On Time","Early","On Time","6"
"R",13,20150212,"R-A5.1","Delayed","Early","Early","Early","6"
"R",11,20150212,"R-A1.1","Delayed","On Time","Early","Delayed","7"
"R",12,20150212,"R-A2.1","Delayed","Early","Early","Early","7"
"R",14,20150212,"R-A3.1","Delayed","On Time","Early","Delayed","7"
"R",14,20150212,"R-A4.1","Delayed","Early","Early","Early","7"
"R",14,20150212,"R-A5.1","Delayed","Delayed","Delayed","Delayed","7"
"R",13,20150212,"R-A2.1","Early","Early","Early","On Time","8"
"R",15,20150212,"R-A3.1","On Time","Delayed","On Time","Delayed","8"
"R",15,20150212,"R-A4.1","Delayed","On Time","Early","Delayed","8"
"R",15,20150212,"R-A5.1","Delayed","On Time","Early","Data Missing","8"
"R",12,20150212,"R-A1.1","Delayed","Early","Early","On Time","9"
"M",9,20150216,"M-A4.1","Data Missing","Early","Early","Early","0"
"M",8,20150216,"M-A2.1","On Time","On Time","Early","Delayed","1"
"M",10,20150216,"M-A3.1","Delayed","Early","Early","Early","1"
"M",9,20150216,"M-A4.1","Delayed","Early","Early","Early","1"
"M",9,20150216,"M-A5.1","Early","Early","Early","Early","1"
"M",8,20150216,"M-A2.1","On Time","Early","Early","Early","2"
"M",11,20150216,"M-A3.1","Delayed","Delayed","Delayed","Delayed","2"
"M",10,20150216,"M-A4.1","Delayed","Early","Early","Early","2"
"M",10,20150216,"M-A5.1","Delayed","Early","Early","Delayed","2"
"M",8,20150216,"M-A1.1","On Time","Delayed","On Time","Delayed","3"
"M",9,20150216,"M-A2.1","Delayed","On Time","Early","On Time","3"
"M",12,20150216,"M-A3.1","Delayed","On Time","Early","Delayed","3"
"M",11,20150216,"M-A4.1","Early","Early","Early","Early","3"
"M",11,20150216,"M-A5.1","Delayed","Early","Early","Early","3"
"M",8,20150216,"M-A1.1","Delayed","On Time","Early","Delayed","4"
"M",10,20150216,"M-A2.1","Delayed","On Time","Early","Delayed","4"
"M",12,20150216,"M-A3.1","Delayed","On Time","Early","On Time","4"
"M",12,20150216,"M-A4.1","Delayed","Early","Early","Early","4"
"M",11,20150216,"M-A5.1","Early","On Time","Early","On Time","4"
"M",9,20150216,"M-A1.1","On Time","On Time","Early","Early","5"
"M",10,20150216,"M-A2.1","Delayed","Early","Early","Early","5"
"M",13,20150216,"M-A3.1","Delayed","On Time","On Time","Delayed","5"
"M",12,20150216,"M-A4.1","Delayed","Early","Early","Early","5"
"M",12,20150216,"M-A5.1","Delayed","Early","Early","Early","5"
"M",10,20150216,"M-A1.1","Delayed","Delayed","On Time","Delayed","6"
"M",11,20150216,"M-A2.1","Delayed","On Time","Early","Delayed","6"
"M",14,20150216,"M-A3.1","Delayed","On Time","Early","Delayed","6"
"M",13,20150216,"M-A4.1","Delayed","Early","Early","On Time","6"
"M",13,20150216,"M-A5.1","Early","On Time","On Time","Delayed","6"
"M",11,20150216,"M-A1.1","Delayed","On Time","Early","On Time","7"
"M",12,20150216,"M-A2.1","Delayed","On Time","Early","Early","7"
"M",15,20150216,"M-A3.1","Delayed","On Time","Early","On Time","7"
"M",14,20150216,"M-A4.1","Delayed","Early","Early","Early","7"
"M",13,20150216,"M-A5.1","Delayed","Early","Early","Early","7"
"M",11,20150216,"M-A1.1","On Time","Delayed","Early","On Time","8"
"M",13,20150216,"M-A2.1","Delayed","Early","Early","Early","8"
"M",15,20150216,"M-A4.1","Delayed","Delayed","Early","Delayed","8"
"M",14,20150216,"M-A5.1","Delayed","Delayed","On Time","Delayed","8"
"M",12,20150216,"M-A1.1","Delayed","Early","Early","On Time","9"
"M",15,20150216,"M-A5.1","Delayed","Early","Early","Early","9"
"T",9,20150217,"T-A3.1","Data Missing","On Time","Early","Delayed","0"
"T",9,20150217,"T-A4.1","Data Missing","Early","Early","Early","0"
"T",8,20150217,"T-A2.1","Delayed","On Time","Early","Delayed","1"
"T",10,20150217,"T-A3.1","Delayed","Delayed","On Time","Delayed","1"
"T",9,20150217,"T-A4.1","Delayed","On Time","Early","Delayed","1"
"T",10,20150217,"T-A5.1","Delayed","Delayed","On Time","Delayed","1"
"T",8,20150217,"T-A1.1","On Time","Delayed","Delayed","Delayed","2"
"T",8,20150217,"T-A2.1","On Time","On Time","Early","Delayed","2"
"T",10,20150217,"T-A3.1","Delayed","On Time","Early","Early","2"
"T",10,20150217,"T-A4.1","Delayed","On Time","Early","Early","2"
"T",11,20150217,"T-A5.1","Delayed","Early","Early","Early","2"
"T",8,20150217,"T-A1.1","Delayed","On Time","Early","On Time","3"
"T",9,20150217,"T-A2.1","Delayed","On Time","Early","Delayed","3"
"T",11,20150217,"T-A3.1","On Time","Delayed","On Time","Delayed","3"
"T",11,20150217,"T-A4.1","Delayed","Early","Early","Delayed","3"
"T",11,20150217,"T-A5.1","Delayed","Delayed","On Time","Delayed","3"
"T",9,20150217,"T-A1.1","Delayed","Delayed","On Time","Delayed","4"
"T",10,20150217,"T-A2.1","On Time","Delayed","On Time","Delayed","4"
"T",12,20150217,"T-A3.1","Delayed","On Time","Early","Delayed","4"
"T",12,20150217,"T-A4.1","Delayed","On Time","Early","On Time","4"
"T",12,20150217,"T-A5.1","Delayed","Early","Early","Early","4"
"T",10,20150217,"T-A1.1","Delayed","Delayed","On Time","Delayed","5"
"T",10,20150217,"T-A2.1","Delayed","Early","Early","Early","5"
"T",12,20150217,"T-A3.1","Delayed","On Time","On Time","Delayed","5"
"T",12,20150217,"T-A4.1","Delayed","Early","Early","Early","5"
"T",13,20150217,"T-A5.1","Delayed","On Time","On Time","Delayed","5"
"T",11,20150217,"T-A1.1","Delayed","On Time","On Time","Delayed","6"
"T",11,20150217,"T-A2.1","Delayed","Delayed","On Time","Delayed","6"
"T",13,20150217,"T-A3.1","Delayed","Delayed","Delayed","Delayed","6"
"T",13,20150217,"T-A4.1","Delayed","On Time","Early","Delayed","6"
"T",13,20150217,"T-A5.1","Delayed","On Time","Early","Early","6"
"T",12,20150217,"T-A2.1","Delayed","Early","Early","Early","7"
"T",14,20150217,"T-A3.1","Delayed","On Time","On Time","Delayed","7"
"T",14,20150217,"T-A4.1","Delayed","Early","Early","Early","7"
"T",14,20150217,"T-A5.1","Delayed","Delayed","On Time","Delayed","7"
"T",12,20150217,"T-A1.1","Delayed","On Time","Early","On Time","8"
"T",13,20150217,"T-A2.1","Data Missing","On Time","On Time","Delayed","8"
"T",15,20150217,"T-A3.1","Delayed","Delayed","Early","Delayed","8"
"T",15,20150217,"T-A4.1","Delayed","Delayed","Early","Delayed","8"
"T",15,20150217,"T-A5.1","Delayed","On Time","Early","Delayed","8"
"W",9,20150218,"W-A4.1","Data Missing","Early","Early","Early","0"
"W",8,20150218,"W-A2.1","On Time","On Time","Early","Delayed","1"
"W",10,20150218,"W-A3.1","Delayed","Delayed","Early","Delayed","1"
"W",9,20150218,"W-A4.1","Delayed","Early","Early","Early","1"
"W",9,20150218,"W-A5.1","Data Missing","On Time","On Time","Delayed","1"
"W",8,20150218,"W-A1.1","On Time","Delayed","On Time","Delayed","2"
"W",8,20150218,"W-A2.1","On Time","On Time","Early","On Time","2"
"W",10,20150218,"W-A3.1","Delayed","Early","Early","Early","2"
"W",10,20150218,"W-A4.1","Delayed","Early","Early","Early","2"
"W",10,20150218,"W-A5.1","Early","On Time","Early","Delayed","2"
"W",8,20150218,"W-A1.1","On Time","Early","Early","Early","3"
"W",9,20150218,"W-A2.1","Delayed","On Time","Early","Delayed","3"
"W",11,20150218,"W-A3.1","Delayed","Delayed","On Time","Delayed","3"
"W",11,20150218,"W-A4.1","Delayed","On Time","Early","Delayed","3"
"W",11,20150218,"W-A5.1","Delayed","Early","Early","On Time","3"
"W",9,20150218,"W-A1.1","Delayed","On Time","Early","On Time","4"
"W",10,20150218,"W-A2.1","Delayed","On Time","Early","Delayed","4"
"W",12,20150218,"W-A3.1","Delayed","Delayed","On Time","Delayed","4"
"W",12,20150218,"W-A4.1","Delayed","Early","Early","Early","4"
"W",11,20150218,"W-A5.1","Delayed","Early","Early","On Time","4"
"W",10,20150218,"W-A1.1","Delayed","Delayed","On Time","Delayed","5"
"W",10,20150218,"W-A2.1","Delayed","Early","Early","Early","5"
"W",12,20150218,"W-A3.1","Delayed","On Time","Early","On Time","5"
"W",12,20150218,"W-A4.1","Delayed","Early","Early","Early","5"
"W",12,20150218,"W-A5.1","Delayed","Early","Early","On Time","5"
"W",11,20150218,"W-A1.1","Delayed","On Time","Early","Delayed","6"
"W",11,20150218,"W-A2.1","Delayed","On Time","Early","Delayed","6"
"W",13,20150218,"W-A3.1","Delayed","Delayed","On Time","Delayed","6"
"W",13,20150218,"W-A4.1","Delayed","Early","Early","On Time","6"
"W",13,20150218,"W-A5.1","Delayed","Early","Early","On Time","6"
"W",12,20150218,"W-A2.1","Delayed","Early","Early","Early","7"
"W",14,20150218,"W-A3.1","Delayed","On Time","Early","On Time","7"
"W",14,20150218,"W-A4.1","Delayed","Early","Early","Early","7"
"W",13,20150218,"W-A5.1","Delayed","Early","Early","Early","7"
"W",12,20150218,"W-A1.1","Delayed","Early","Early","On Time","8"
"W",13,20150218,"W-A2.1","Delayed","On Time","Early","On Time","8"
"W",15,20150218,"W-A3.1","Delayed","Delayed","On Time","Delayed","8"
"W",15,20150218,"W-A4.1","Delayed","On Time","Early","On Time","8"
"W",14,20150218,"W-A5.1","Delayed","Early","Early","Delayed","8"
"W",15,20150218,"W-A5.1","Delayed","On Time","Early","On Time","9"
"R",9,20150219,"R-A3.1","Data Missing","Early","Early","On Time","0"
"R",9,20150219,"R-A4.1","Data Missing","Early","Early","Early","0"
"R",9,20150219,"R-A5.1","Data Missing","On Time","Early","Delayed","0"
"R",10,20150219,"R-A3.1","Delayed","On Time","On Time","Delayed","1"
"R",9,20150219,"R-A4.1","Delayed","Early","Early","On Time","1"
"R",10,20150219,"R-A5.1","On Time","Delayed","On Time","Delayed","1"
"R",10,20150219,"R-A3.1","Delayed","Early","Early","Early","2"
"R",10,20150219,"R-A4.1","Early","Early","Early","Early","2"
"R",11,20150219,"R-A5.1","Delayed","Early","Early","Early","2"
"R",11,20150219,"R-A3.1","On Time","Delayed","On Time","Delayed","3"
"R",11,20150219,"R-A4.1","On Time","Early","Early","On Time","3"
"R",12,20150219,"R-A3.1","Delayed","On Time","Early","Early","4"
"R",12,20150219,"R-A4.1","Delayed","Early","Early","Data Missing","4"
"R",12,20150219,"R-A5.1","Delayed","Early","Early","Early","4"
"R",12,20150219,"R-A3.1","Delayed","On Time","Early","Delayed","5"
"R",12,20150219,"R-A4.1","Delayed","Early","Early","Early","5"
"R",13,20150219,"R-A5.1","Early","On Time","Early","Delayed","5"
"R",13,20150219,"R-A3.1","Delayed","Delayed","Delayed","Delayed","6"
"R",13,20150219,"R-A4.1","Delayed","On Time","Early","Delayed","6"
"R",13,20150219,"R-A5.1","Delayed","Early","Early","Early","6"
"R",14,20150219,"R-A3.1","Delayed","On Time","Early","On Time","7"
"R",14,20150219,"R-A4.1","Delayed","Early","Early","Early","7"
"R",14,20150219,"R-A5.1","Delayed","On Time","On Time","Delayed","7"
"R",15,20150219,"R-A3.1","Delayed","On Time","Early","Delayed","8"
"R",15,20150219,"R-A4.1","Delayed","On Time","Early","On Time","8"
"R",15,20150219,"R-A5.1","Delayed","Early","Early","On Time","8"
"M",9,20150223,"M-A3.1","Data Missing","On Time","Early","Delayed","0"
"M",9,20150223,"M-A5.1","Data Missing","On Time","Early","Delayed","0"
"M",10,20150223,"M-A3.1","Delayed","On Time","On Time","Delayed","1"
"M",9,20150223,"M-A4.1","Early","Early","Early","Early","1"
"M",10,20150223,"M-A5.1","Delayed","On Time","Early","Delayed","1"
"M",8,20150223,"M-A1.1","On Time","Delayed","On Time","Delayed","2"
"M",8,20150223,"M-A2.1","Delayed","On Time","Early","Delayed","2"
"M",10,20150223,"M-A3.1","Delayed","Early","Early","Early","2"
"M",9,20150223,"M-A4.1","Delayed","Early","Early","Early","2"
"M",11,20150223,"M-A5.1","Delayed","Early","Early","Early","2"
"M",8,20150223,"M-A1.1","Delayed","Early","Early","Early","3"
"M",8,20150223,"M-A2.1","Delayed","On Time","Early","Early","3"
"M",11,20150223,"M-A3.1","Delayed","Delayed","Delayed","Delayed","3"
"M",10,20150223,"M-A4.1","Delayed","Early","Early","Early","3"
"M",11,20150223,"M-A5.1","Delayed","Early","Early","Early","3"
"M",9,20150223,"M-A1.1","Delayed","On Time","Early","Early","4"
"M",9,20150223,"M-A2.1","Delayed","Early","Early","Delayed","4"
"M",12,20150223,"M-A3.1","Delayed","On Time","Early","Delayed","4"
"M",11,20150223,"M-A4.1","Early","Early","Early","Early","4"
"M",12,20150223,"M-A5.1","Delayed","Early","Early","Early","4"
"M",10,20150223,"M-A1.1","Delayed","On Time","On Time","Delayed","5"
"M",10,20150223,"M-A2.1","Delayed","Delayed","On Time","Delayed","5"
"M",12,20150223,"M-A3.1","Delayed","On Time","Early","Early","5"
"M",12,20150223,"M-A4.1","Delayed","Early","Early","Early","5"
"M",13,20150223,"M-A5.1","Delayed","On Time","Early","On Time","5"
"M",11,20150223,"M-A1.1","Delayed","On Time","Early","Delayed","6"
"M",10,20150223,"M-A2.1","Delayed","Early","Early","Early","6"
"M",13,20150223,"M-A3.1","Delayed","On Time","On Time","Delayed","6"
"M",12,20150223,"M-A4.1","Delayed","Early","Early","Early","6"
"M",13,20150223,"M-A5.1","Delayed","On Time","Early","On Time","6"
"M",11,20150223,"M-A1.1","Early","On Time","Early","On Time","7"
"M",14,20150223,"M-A3.1","Delayed","On Time","Early","Delayed","7"
"M",13,20150223,"M-A4.1","Delayed","On Time","On Time","Delayed","7"
"M",14,20150223,"M-A5.1","Delayed","On Time","Early","Delayed","7"
"M",12,20150223,"M-A1.1","Delayed","On Time","Early","On Time","8"
"M",15,20150223,"M-A3.1","Delayed","On Time","On Time","On Time","8"
"M",14,20150223,"M-A4.1","Delayed","Early","Early","Early","8"
"M",15,20150223,"M-A5.1","Delayed","Early","Early","Delayed","8"
"M",15,20150223,"M-A4.1","Delayed","On Time","Early","Delayed","9"
"T",9,20150224,"T-A3.1","Data Missing","On Time","Early","On Time","0"
